,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
31341,White,Short Pixie,Light Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,Black Smartphone
31342,White,Buzz Cut,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Black Leather Shoes with Laces,,Tan Workers Cap,,,Black Smartphone
31343,White,,Black,,Denim Jumpsuit,,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,Black Books,,Black Leather Briefcase
31344,White,Short Afro Fade,Light Brown,,Light Gray Cardigan with Light Gray Longsleeve Shirt,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
31345,White,Straight Sideswept Fringe,Light Brown,Stubble,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,
31346,White,Short Coil,Black,Thin,Dark Gray Cardigan with Off-White Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,Black Books,Stud Earring,Black Smartphone
31347,White,Short Coil,Black,,Denim Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,,,
31348,White,Low Ponytail,Dark Brown,Goatee,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,Stud Earring,Brown Leather Briefcase
31349,White,Long Straight Bangs,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,,,
31350,White,Short Coil,Light Grey,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,Brown Leather Briefcase
31351,White,Medium Curly Bob,Blonde,,Olive Oxford with Tie and Pocket,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
31352,White,Buzz Cut,Light Grey,,Dark Gray Cardigan with Off-White Longsleeve Shirt,Khaki,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,Stud Earring,Black Smartphone
31353,White,Short Coil,Black,,Blue Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Lunchbox
31354,White,,Auburn,,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,,,Brown Leather Briefcase
31355,White,Short Coil,Light Grey,Mustache,Khaki Oxford with Buttons,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
31356,White,Short Pixie,Dark Brown,,Dark Gray Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Black Leather Briefcase
31357,White,Updo Bun,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Blue Denim,Brown Leather Shoes with Laces,,,,Stud Earring,
31358,White,Short Afro Fade,Light Brown,,Blue Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
31359,White,,Light Brown,,Blue Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Leather Briefcase
31360,White,Short Messy,Light Brown,,Light Gray Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,,Silver Aviators,,
31361,White,Low Ponytail,Light Grey,,Dark Gray Cardigan with Beige Oxford Shirt,Khaki Slacks,Black Leather Shoes with Laces,Two Rings,,,,
31362,White,Buzz Cut,Black,Mustache,Olive Oxford with Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,,,Blue Lunchbox
31363,White,Short Pixie,Black,,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,,,Black Books,,
31364,White,Straight Sideswept Fringe,Black,,Dark Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Lunchbox
31365,White,Updo Bun,Light Brown,,Navy Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
31366,White,Medium Curly Bob,Blonde,,Olive Oxford with Tie,Khaki Slacks,Black Leather Shoes with Laces,Ring One Blue,,Rosegold Aviators,,Black Smartphone
31367,White,Straight Sideswept Fringe,Black,,Olive Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,,,Brown Leather Briefcase
31368,White,Short Updo,Light Grey,Beard,Navy Jumpsuit,,Black Suede Chelseas with Brown Sole,Two Rings,,,,Black Leather Briefcase
31369,White,Short Coil,Black,,Navy Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
31370,White,Short Updo,Dark Brown,,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,
31371,White,Short Coil,Light Brown,,Gray Oxford with Pocket,Blue Denim,Black Suede Chelseas with Brown Sole,,,Black Books,,
31372,White,Short Pixie,Auburn,,Navy Oxford with Tie and Pocket,Light-Wash Denim,Black Leather Shoes with Laces,Two Rings,,,Stud Earring,
31373,White,Short Messy,Light Brown,,Dark Gray Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Leather Briefcase
31374,White,Straight Sideswept Fringe,Auburn,,Light Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
31375,White,Long Afro,Black,,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
31376,White,Short Updo,Black,,Navy Oxford with Pocket,Khaki,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
31377,White,Short Afro Fade,Black,Thin,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,
31378,White,Straight Sideswept Fringe,Light Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Lunchbox
31379,White,Low Ponytail,Black,,Blue Longsleeve,Khaki Slacks,Brown Leather Shoes with Laces,,,,Stud Earring,Black Smartphone
31380,White,Buzz Cut,Light Grey,Goatee,Gray Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,,Stud Earring,Lunchbox
31381,White,Short Pixie,Auburn,Goatee,Blue Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,
31382,White,Short Updo,Light Brown,,Gray Jumpsuit,,White Leather Sneaker with Grey Sole,,,Silver Aviators,,
31383,White,,Dark Brown,Stubble,Olive Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
31384,White,Low Ponytail,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
31385,White,Short Coil,Light Brown,,Light Gray Cardigan with Beige Oxford Shirt,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Black Smartphone
31386,White,Buzz Cut,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
31387,White,Short Messy,Black,,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Leather Briefcase
31388,White,Medium Curly Bob,Auburn,,Olive Oxford with Buttons,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,,,,Lunchbox
31389,White,Short Messy,Light Brown,,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
31390,White,Short Messy,Dark Brown,Mustache,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
31391,White,Long Messy,Black,,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Black Smartphone
31392,White,Short Messy,Dark Brown,,Navy Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,
31393,White,Straight Sideswept Fringe,Black,Goatee,Navy Oxford with Buttons,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,Stud Earring,Lunchbox
31394,White,Short Updo,Light Grey,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Brown Leather Shoes with Laces,,,,,
31395,White,Short Pixie,Black,,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,,,Black Books,Stud Earring,Black Smartphone
31396,White,Short Afro Fade,Light Brown,,Dark Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Blue Lunchbox
31397,White,Short Messy,Dark Brown,,Blue Longsleeve,Gray Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,Brown Leather Briefcase
31398,White,,Black,,Navy Oxford with Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,Tan Workers Cap,,,Lunchbox
31399,White,Medium Curly Bob,Black,Thin,Olive Oxford with Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
31400,White,Short Afro Fade,Light Brown,Beard,Khaki Oxford with Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
31401,White,Low Ponytail,Black,Stubble,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,
31402,White,Short Coil,Light Brown,Stubble,Light Gray Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,
31403,White,Short Updo,Black,Stubble,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
31404,White,Short Afro Fade,Light Brown,,Olive Cardigan with Beige Oxford Shirt,Gray Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Leather Briefcase
31405,White,Short Updo,Auburn,,Dark Gray Cardigan with Light Gray Oxford Shirt,Navy Slacks,Black Leather Shoes with Laces,,,,,
31406,White,Short Coil,Auburn,,Navy Jumpsuit,,White Leather Sneaker with Grey Sole,,,Black Books,,Black Leather Briefcase
31407,White,Short Pixie,Black,,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
31408,White,Short Messy,Auburn,,Navy Oxford with Tie and Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,
31409,White,Medium Curly Bob,Blonde,,Brown Cardigan with Beige Longsleeve Shirt,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
31410,White,,Dark Brown,,Olive Oxford with Pocket,Dark-Wash Denim,Black Leather Shoes with Laces,Two Rings,,,,Lunchbox
31411,White,Short Pixie,Black,Thin,Olive Oxford with Buttons,Dark-Wash Denim,Black Leather Shoes with Laces,,,,Stud Earring,
31412,White,Buzz Cut,Dark Brown,,Navy Oxford with Tie and Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,Purple Workers Cap,,,Blue Lunchbox
31413,White,Short Coil,Black,,Olive Oxford with Buttons,Blue Denim,Black Suede Chelseas with Brown Sole,,,Black Books,,Brown Leather Briefcase
31414,White,Short Messy,Black,Goatee,Navy Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Brown Leather Briefcase
31415,White,Short Coil,Light Grey,,Gray Jumpsuit,,White Leather Sneaker with Grey Sole,,,,Stud Earring,
31416,White,Short Messy,Light Grey,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,Stud Earring,
31417,White,Short Messy,Black,,Navy Oxford with Tie,Navy Slacks,Brown Leather Shoes with Laces,,,,Stud Earring,Black Leather Briefcase
31418,White,Long Messy,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
31419,White,,Black,Beard,Gray Oxford with Tie,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,Tan Workers Cap,,Stud Earring,Black Leather Briefcase
31420,White,Short Pixie,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
31421,White,Low Ponytail,Dark Brown,,Red Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
31422,White,Long Straight Bangs,Dark Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Blue Denim,Brown Leather Shoes with Laces,,,,,Black Smartphone
31423,White,Medium Curly Bob,Light Grey,,Blue Longsleeve,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Black Leather Briefcase
31424,White,Straight Sideswept Fringe,Dark Brown,,Light Gray Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Leather Briefcase
31425,White,Low Ponytail,Light Brown,,Navy Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Black Smartphone
31426,White,Short Coil,Black,,Olive Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,
31427,White,Short Afro Fade,Black,,Khaki Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Black Leather Briefcase
31428,White,Updo Bun,Auburn,,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,
31429,White,Short Messy,Dark Brown,,Olive Oxford with Pocket,Navy Slacks,Black Leather Shoes with Laces,Two Rings,,,,
31430,White,Buzz Cut,Light Brown,Goatee,Navy Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,,Tan Workers Cap,,,Brown Leather Briefcase
31431,White,Short Updo,Blonde,,Olive Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,Black Books,,Lunchbox
31432,White,Straight Sideswept Fringe,Light Brown,,Red Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,,,,Stud Earring,Black Smartphone
31433,White,Long Messy,Black,,Blue Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
31434,White,Short Afro Fade,Auburn,Mustache,Olive Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,Rosegold Aviators,,Lunchbox
31435,White,Short Updo,Light Brown,Stubble,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,
31436,White,Low Ponytail,Light Brown,,Dark Gray Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,,Stud Earring,Black Smartphone
31437,White,Low Ponytail,Blonde,,Gray Blazer with Black Shirt and Gray Tie,Blue Denim,Tan Suede Workboot with Tan Sole,,,Black Books,,Black Smartphone
31438,White,Straight Sideswept Fringe,Light Brown,,Light Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,
31439,White,Low Ponytail,Black,,Navy Oxford with Tie and Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,
31440,White,Long Messy,Blonde,,Light Gray Cardigan with Beige Oxford Shirt,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,
31441,White,Short Afro Fade,Black,,Olve Cardigan with Tan Longsleeve Shirt,Navy Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
31442,White,Short Updo,Black,,Blue Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
31443,White,,Dark Brown,,Navy Jumpsuit,,Black Leather Shoes with Laces,,Purple Workers Cap,,,Lunchbox
31444,White,Long Straight Bangs,Black,,Light Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,Brown Leather Briefcase
31445,White,Buzz Cut,Light Grey,,Navy Oxford with Tie and Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Blue Lunchbox
31446,White,Short Coil,Light Brown,,Gray Oxford with Tie and Pocket,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,
31447,White,Short Afro Fade,Light Brown,,Gray Jumpsuit,,Black Leather Shoes with Laces,,,,Stud Earring,Black Smartphone
31448,White,Short Messy,Light Brown,,Dark Gray Cardigan with Beige Longsleeve Shirt,Light-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,,,Brown Leather Briefcase
31449,White,Straight Sideswept Fringe,Light Brown,,Khaki Oxford with Tie and Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Blue Lunchbox
31450,White,Medium Curly Bob,Dark Brown,,Dark Gray Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,,
31451,White,Low Ponytail,Light Brown,,Navy Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,Stud Earring,Brown Leather Briefcase
31452,White,Long Afro,Black,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Brown Leather Briefcase
31453,White,Short Afro Fade,Black,,Olive Oxford with Buttons,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Light Blue Smartphone
31454,White,Short Coil,Light Brown,Goatee,Denim Jumpsuit,,Black Suede Chelseas with Brown Sole,Two Rings,,Black Books,,Blue Lunchbox
31455,White,Short Updo,Light Brown,,Khaki Oxford with Buttons,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Lunchbox
31456,White,Short Afro Fade,Black,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Lunchbox
31457,White,Short Afro Fade,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,
31458,White,Medium Curly Bob,Dark Brown,Goatee,Gray Blazer with Black Shirt and Gray Tie,Navy Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Brown Leather Briefcase
31459,White,Long Afro,Black,,Tan Blazer with Off-White Shirt and Tan Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Black Smartphone
31460,White,Medium Curly Bob,Light Grey,,Navy Oxford with Tie and Pocket,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
31461,White,Long Straight Bangs,Dark Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,
31462,White,Straight Sideswept Fringe,Blonde,,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
31463,White,Buzz Cut,Light Brown,,Gray Jumpsuit,,White Canvas Sneaker with White Sole,,Tan Workers Cap,,,Black Smartphone
31464,White,Buzz Cut,Dark Brown,Thin,Blue Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,
31465,White,Medium Curly Bob,Black,,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,
31466,White,Straight Sideswept Fringe,Black,,Navy Oxford with Buttons,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,
31467,White,,Black,,Olive Oxford with Buttons,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Lunchbox
31468,White,Medium Curly Bob,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,Brown Leather Briefcase
31469,White,Long Afro,Black,,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Lunchbox
31470,White,Buzz Cut,Dark Brown,,Navy Jumpsuit,,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,Black Books,,Lunchbox
31471,White,Updo Bun,Black,,Blue Longsleeve,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,
31472,White,Updo Bun,Light Brown,Stubble,Dark Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
31473,White,Medium Curly Bob,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Leather Shoes with Laces,,,Black Books,,Black Leather Briefcase
31474,White,,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,Purple Workers Cap,Black Books,Stud Earring,Brown Leather Briefcase
31475,White,Long Afro,Black,Thin,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
31476,White,Short Afro Fade,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Lunchbox
31477,White,Short Updo,Blonde,Mustache,Navy Oxford with Buttons,Navy Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,Brown Leather Briefcase
