,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
20609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613,Can hear a bee's wings,Yes,Stiff upper lip,Running circles around enemies,None,Glossophobia,Green Leather Trench Coat with Black Cotton Oxford and White Tie,You know the sound of one hand clapping,,Green Leather Combat Cuff Boot,Scrappy,4,13,10,7,7,5,1,1,,Black Submachine Gun,,,,,,,,Scowl,Stubble,Natural,Blonde,Asymmetrical Bob,Light Rain,Green Leather Pants with Buckles
20614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615,Can hear a bee's wings,Yes,True grit,Getting the hang of it,None,Could sell ice to an eskimo,Red Cotton Tank,Reality is seen as it is,Round Silver with Mirror Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,9,15,10,5,9,2,1,1,Silver Shotgun,Silver Staff,,,Intersecting Squares,Shaded Moon Patterns,Gold Earrings,,Studded Leather,,Thin,Natural,Blonde,Short Curly Fade,Medium Rain,Black Cotton Leggings
20616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Everything is always an option,Black Patent Leather Tank,Accepting the impermanence of things,Round Black with Black Lens,Green Black Patent Leather Neo Combat Boot,Can put up a fight,12,11,10,4,9,4,1,1,Dark Wood Staff,Silver Gun,,Shaded Triangle,,White Rabbit,Black Eyebrow Ring,,,Scowl,,Dark Blue,Blonde,Medium Curly Bob,Medium Rain,Black Cotton Leggings
20618,Can see over the horizon,Yes,Incredible moral fiber,Always picked first,None,Could probably convince a small child,Red Leather Longsleeve Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Red Knee High Leather Boots,Scrappy,3,10,13,8,11,5,1,1,,Black Gun,,Alchemy,,,,,,,Mustache,Natural,Light Brown,Short Messy,Light Rain,Red Leather Leggings
20619,Time slows for you,Yes,Quiet confidence,Running circles around enemies,None,Robert Downey Jr.,Black Cotton Tunic with Buttons,Accepting the impermanence of things,Round Black with Black Lens,Black Knee High Leather Boots,Can take a punch,17,11,16,7,10,3,1,1,Phone,,,,,,,,,,Goatee,Natural,Dark Brown,Bob with Fringes,Light Rain,Black Patent Leather Pants with Buckles
20620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20622,Can hear a heartbeat a mile away,Yes,Surprising resilience,Sleep paralysis,None,Natural born leader,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Learning to regulate emotions,,Red Leather Neo Combat Boot,Can take a punch,10,9,12,2,8,3,1,1,,,,,,,,,,,,Natural,Dark Brown,Long Afro,Light Rain,Green Cotton Leggings
20623,Can see over the horizon,Yes,Unshakable resolve,Always picked first,None,Your significant other's mom loves you,Red Cotton Longsleeve Crew,You know the sound of one hand clapping,,Patent Green Leather Combat Cuff Boot,Scrappy,8,13,13,8,12,5,1,1,Phone,Phone,,,,,,Leather Choker,Studded Leather,Scowl,,Natural,Blonde,Faux Hawk,Light Rain,White Cotton Martial Arts Pants
20624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20627,Can hear a heartbeat a mile away,Yes,True grit,Sleep paralysis,None,You're a bit of a charmer,Red Cotton Martial Arts Top,Learning to regulate emotions,,Patent Black Leather Combat Cuff Boot,People get out of your way,7,9,12,2,9,7,1,1,,Silver Staff,,,,,,,,Scowl,,Natural,Dark Brown,Short Sideswept Fringe,Heavy Rain,Red Cotton Wool Slacks with Buckles
20628,Can hear a bee's wings,Yes,Incredible moral fiber,Running circles around enemies,None,Natural born leader,Green Cotton Martial Arts Top,Accepting the impermanence of things,Black Futurist with Black Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,10,11,10,7,11,3,1,1,Silver Staff,Black Short Sai,,,,,Black Earrings,,,,Thin,Natural,Light Grey,Pulled Back Short,Light Rain,Black Patent Leather Pants with Buckles
20629,Can hear a bee's wings,Yes,Quiet confidence,Astonishing acrobatics,None,Your significant other's mom loves you,Green Patent Leather Moto Jacket with Black Leather Crew,Learning to regulate emotions,Black Neo with Mirror Lens,Black Leather Neo Combat Boot,Can put up a fight,8,9,10,10,10,4,1,1,,Black Submachine Gun,,,,,,,,,Stubble,Natural,Light Grey,Short Updo,Heavy Rain,Red Cotton Leggings
20630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20632,Can see over the horizon,Yes,Incredible moral fiber,A gelatinous blob,None,You're a bit of a charmer,Black Leather Tunic with Buttons,You know the sound of one hand clapping,Round Black with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,7,13,13,1,11,3,1,1,Silver Staff,Dark Wood Staff,,Shaded Triangle,,,,,,Scowl,,Natural,Dark Brown,Short Curly Fade,Medium Rain,Green Patent Leather Pants with Buckles
20633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20639,Can hear a bee's wings,Yes,Incredible moral fiber,Always picked first,None,Could sell ice to an eskimo,Red Leather Trench Coat with Black Cotton Tank,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Can put up a fight,9,9,10,8,11,4,1,1,Black Submachine Gun,Phone,,,,,,,,Meditative,Stubble,Natural,Light Brown,Short Messy,Medium Rain,Red Leather Pants with Buckles
20640,Can see over the horizon,Yes,Stiff upper lip,Getting the hang of it,None,People smile back at you,Charcoal Cotton Longsleeve Crew,Self-induced illusions fade,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,6,8,13,5,7,4,1,1,,Phone,,Shaded Triangle,,,,,,Smirk,Goatee,Natural,Light Brown,Short Messy,Medium Rain,Black Cotton Leggings
20641,Can hear a bee's wings,Yes,Incredible moral fiber,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Tank,Accepting the impermanence of things,,Black Snakeskin Neo Combat Boot,Scrappy,7,11,10,2,11,5,1,1,Katana with White Handle and Silver Blade,Katana with White Handle and White Blade,,,,Triforce,Silver Earrings,,Thick Leather,Scowl,,Natural,Black,Short Messy,Light Rain,Black Cotton Leggings
20642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20643,Can hear a heartbeat a mile away,Yes,Last one standing,Getting the hang of it,None,Everything is always an option,Black Cotton Tank,You have a childlike sense of wonder,Black Hex with Purple Polarized Lens,Black Knee High Leather Boots,Can put up a fight,12,7,12,5,14,4,1,1,,,,,,,Silver Earrings,,,Scowl,Stubble,Natural,Auburn,Short Messy,Light Rain,Green Cotton Wool Slacks with Buckles
20644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20645,Can see around corners,Yes,Incredible moral fiber,You've got a rare and beautiful gift,None,Could sell ice to an eskimo,Black Cotton Mandarin Tunic,You know the sound of one hand clapping,3D Glasses,Patent Black Leather Combat Cuff Boot,Scrappy,9,13,11,12,11,5,1,1,,,,,,,,,,,,Natural,Blonde,Short Messy,Medium Rain,Black Leather Leggings
20646,Can hear a bee's wings,Yes,Steps forward as others flee,Pretty light on your feet,None,Natural born leader,White Cotton Mandarin Tunic,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,Patent Green Leather Combat Cuff Boot,Scrappy,10,10,10,6,13,5,1,1,,Black Submachine Gun,,,,,Silver Earrings,,,Scowl,,Natural,Light Brown,Short Pixie,Light Rain,Red Cotton Wool Slacks with Buckles
20647,Can hear a bee's wings,Yes,Steps forward as others flee,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Crewneck Tunic,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,7,10,10,2,13,2,1,1,,Black Gun,,,,,,,,Smirk,,Natural,Light Brown,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
20648,Can see over the horizon,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,White Leather Moto Jacket with Black Leather Crew,You have walked the manifold path,Black Futurist with Black Lens,Green Patent Leather Knee High Boots,Can put up a fight,4,14,13,3,11,4,1,1,,Phone,,Shaded Triangle,,,,,,,Thin,Natural,Dark Brown,Short Messy,Light Rain,Black Cotton Leggings
20649,Can hear a bee's wings,Yes,Stiff upper lip,Two left feet,None,Maintains status quo,Black Cotton Longsleeve Crew,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can put up a fight,5,10,10,3,7,4,1,1,,,Intersecting Triangles,,,,,,Thick Leather,Scowl,,Pink,Black,Pulled Back Short,Light Rain,Black Leather Leggings
20650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Leather Trench Coat with Purple Cotton Oxford and Green Tie,Learning to regulate emotions,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,6,9,12,4,12,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,,Natural,Light Brown,Faux Hawk,Heavy Rain,Green Cotton Leggings
20656,Can hear a heartbeat a mile away,Yes,Steps forward as others flee,Sleep paralysis,None,Maintains status quo,Black Cotton Tunic with Buttons,Accepting the impermanence of things,,Black Leather Neo Combat Boot,I wouldn't mess with you,5,11,12,2,13,6,1,1,,,,,,,"Black Nose, Lip",Leather Choker,,,,Natural,Dark Brown,Short Pixie,Light Rain,Green Cotton Leggings
20657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20661,Can hear a bee's wings,Yes,Quiet confidence,Pretty light on your feet,None,Glossophobia,Black Cotton Crewneck Tunic,Laughing at your mistakes,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,4,10,10,6,10,3,1,1,Black Submachine Gun,,,,,,,,,,,Natural,Dark Brown,Long Straight Bangs,Light Rain,Black Cotton Leggings
20662,Can hear a bee's wings,Yes,Begrudging participant,Two left feet,None,Nobody's buying it,Black Patent Lather Trench Coat with Black Cotton Oxford and Red Tie,You have walked the manifold path,Black Futurist with Black Lens,Black Patent Leather Neo Combat Boot,Scrappy,2,14,10,3,6,5,1,1,,Katana with White Handle and Silver Blade,,,,,,,,,,Natural,Black,Short Updo,Heavy Rain,Black Cotton Wool Slacks with Buckles
20663,You've got a bad feeling about this,Yes,Unshakable resolve,Getting the hang of it,None,Maintains status quo,Green Wool Mandarin Trench Coat,Learning to regulate emotions,Black Neo with Black Lens,Green Leather Combat Cuff Boot,I wouldn't mess with you,5,9,9,5,12,6,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,,Natural,Dark Brown,Medium Curly Bob,Medium Rain,Red Cotton Wool Slacks with Buckles
20664,Can see over the horizon,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Patent Lather Trench Coat with White Cotton Oxford and Black Tie,Learning to regulate emotions,,Green Knee High Leather Boots,The gym stops to watch you lift,5,9,13,4,9,8,1,1,,Phone,,,,,"Gold Nose, Lip",,,Scowl,,Natural,Light Brown,Buzz Cut,Heavy Rain,Green Cotton Wool Slacks with Buckles
20665,Can hear a heartbeat a mile away,Yes,True grit,Two left feet,None,Nobody's buying it,Black Cotton Mandarin Tunic,Accepting the impermanence of things,Black Neo with Black Lens,Black Patent Leather Knee High Boots,Can punch holes in concrete walls,2,11,12,3,9,10,1,1,Katana with Black Handle and Silver Blade,Dark Wood Staff,Square,,,,,,,Smirk,,Natural,Black,Asymmetrical Bob,Light Rain,Green Patent Leather Leggins
20666,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Cotton Tank,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can put up a fight,5,10,9,3,11,4,1,1,Phone,Dark Wood Staff,,,Interlocking Circles,Intersecting Squares,,,Thick Leather,,Stubble,Natural,Blonde,Asymmetrical Bob,Medium Rain,Black Cotton Martial Arts Pants
20667,Can smell fear,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Black Patent Lather Trench Coat with Black Cotton Oxford and White Tie,Accepting the impermanence of things,Round Black with Black Lens,Black Patent Leather Knee High Boots,Can take a punch,4,11,14,3,11,3,1,1,,,,,,,,,,,,Natural,Dark Brown,Pulled Back Short,Light Rain,Green Cotton Wool Slacks with Buckles
20668,"You read the instructions, twice",Yes,Can eat just one potato chip,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Red Leather Mandarin Trench Coat,Self-induced illusions fade,Black Neo with Black Lens,Black Leather Combat Cuff Boot,I wouldn't mess with you,6,8,4,4,15,6,1,1,,Silver Submachine Gun,,,,,Black Earrings,,,,,Natural,Light Brown,Short Curly Fade,Light Rain,Black Cotton Wool Slacks with Buckles
20669,Can hear a bee's wings,Yes,True grit,Always picked first,None,Everything is always an option,Black Cotton Longsleeve with Zipper,Accepting the impermanence of things,Black Hex with Purple Polarized Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,12,11,10,8,9,2,1,1,Dark Wood Staff,,,Valknut,,,Black Earrings,,Studded Leather,Scowl,,Light Purple,Auburn,Short Updo,Medium Rain,Green Cotton Wool Slacks with Buckles
20670,Can hear a bee's wings,Yes,Unshakable resolve,Pretty light on your feet,None,Maintains status quo,Black Patent Leather Moto Jacket with Black Patent Leather Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,White Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,10,10,6,12,2,1,1,Black Short Sai,,,,,,Black Earrings,,,Smirk,,Natural,Light Brown,Pulled Back Short,Medium Rain,Black Patent Leather Leggins
20671,You've got a bad feeling about this,Yes,Unshakable resolve,Getting the hang of it,None,People smile back at you,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,Round Black with Black Lens,Red Snakeskin Combat Cuff Boot,Can put up a fight,6,11,9,5,12,4,1,1,,Dark Wood Staff,,,,,,,,,,Natural,Black,Buzz Cut,Heavy Rain,Black Cotton Wool Slacks with Buckles
20672,"You read the instructions, twice",Yes,Steps forward as others flee,Getting the hang of it,None,Your significant other's mom loves you,Green Cotton Longsleeve Crew,Reality is seen as it is,Black Neo with Mirror Lens,Black Leather Neo Combat Boot,Can take a punch,8,15,4,5,13,3,1,1,Phone,Phone,,,,,Silver Nose and Lip Rings,,Thick Leather,Scowl,,Natural,Light Grey,Medium Curly Bob,Light Rain,Black Cotton Wool Slacks with Buckles
20673,Can see around corners,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Moto Jacket with Green Patent Leather Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can put up a fight,7,11,11,4,12,4,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,,Light Rain,Black Patent Leather Pants with Buckles
20674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20680,Heightened senses,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Laughing at your mistakes,Round Silver with Mirror Lens,Green Leather Combat Cuff Boot,People get out of your way,6,10,7,3,11,7,1,1,,,,,,,,,,,Goatee,Natural,Light Brown,Long Straight Bangs,Heavy Rain,Green Leather Leggings
20681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20687,Excellent at reading people,Yes,Incredible moral fiber,Always picked first,None,You're a bit of a charmer,Green Cotton Longsleeve Crew,Reality is seen as it is,,Patent Green Leather Combat Cuff Boot,Can put up a fight,7,15,8,8,11,4,1,1,,Phone,,,,,,,Studded Leather,,,Natural,Light Brown,Buzz Cut,Light Rain,Black Cotton Martial Arts Pants
20688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20691,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Patent Lather Trench Coat with Black Cotton Oxford and Red Tie,Learning to regulate emotions,,Black Snakeskin Combat Cuff Boot,Your grandma beats you at arm-wrestling,10,9,11,4,8,2,1,1,,Phone,,,,,,,,Smirk,,Natural,Blonde,Asymmetrical Bob,Medium Rain,Black Cotton Leggings
20692,Nothing gets past you,Yes,Incredible moral fiber,A gelatinous blob,None,Nobody's buying it,Black Leather Moto Jacket with Black Cotton Crew,You have a childlike sense of wonder,Black Neo with Black Lens,Black Snakeskin Combat Cuff Boot,Your grandma beats you at arm-wrestling,2,7,6,1,11,2,1,1,,,,,,,,,,,,Neon Red,Light Grey,Short Sideswept Fringe,Medium Rain,Black Cotton Wool Slacks with Buckles
20693,Can hear a heartbeat a mile away,Yes,Steps forward as others flee,Getting the hang of it,None,Maintains status quo,Black Wool Mandarin Trench Coat,You know the sound of one hand clapping,Black Futurist with Black Lens,Green Leather Combat Cuff Boot,Can put up a fight,5,13,12,5,13,4,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Eyebrow Ring,,,,,Pink,Black,Short Afro Fade,Heavy Rain,Black Leather Pants with Buckles
20694,Heightened senses,Yes,Quiet confidence,Sleep paralysis,None,Maintains status quo,Black Patent Leather Mandarin Tunic,Learning to regulate emotions,Black Morpheus with Dark Mirrored Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,9,7,2,10,4,1,1,,Black Long Sai,,,,,,,,,,Natural,Light Brown,Bob with Fringes,Heavy Rain,Black Leather Pants with Buckles
20695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20696,Can see around corners,Yes,Pocket dial 911,A gelatinous blob,None,Could sell ice to an eskimo,Green Leather Tunic with Buttons,Accepting the impermanence of things,Round Black with Black Lens,Black Knee High Leather Boots,Scrappy,9,11,11,1,3,5,1,1,,Katana with Black Handle and Silver Blade,,,,,Silver Nose and Lip Rings,,,Smirk,Thin,Green,Blonde,Medium Curly Bob,Medium Rain,Black Cotton Wool Slacks with Buckles
20697,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Natural born leader,Black Cotton Martial Arts Top,Laughing at your mistakes,Black Wayfarer with Black Lens,,Scrappy,10,10,12,3,11,5,1,1,Black Submachine Gun,Katana with Black Handle and Silver Blade,,Triforce,,,,,,,,Neon Red,Light Brown,Short Pixie,Light Rain,Green Cotton Martial Arts Pants
20698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20699,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Sleep paralysis,None,You're a bit of a charmer,Red Cotton Tank,Deeper truths are apparent,,Red Leather Combat Cuff Boot,Can put up a fight,7,16,12,2,12,4,1,1,,,,,,Triple Shaded Squares,,Leather Choker,,,,Yellow,Light Brown,Short Messy,Light Rain,Black Cotton Martial Arts Pants
20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20701,Omniscient,Yes,Steps forward as others flee,Two left feet,None,People smile back at you,Black Snakeskin Mandarin Tunic,Accepting the impermanence of things,,Black Leather Neo Combat Boot,The gym stops to watch you lift,6,11,20,3,13,8,1,1,,Katana with Black Handle and White Blade,Borromean Rings,,,,,,,,Stubble,Natural,Auburn,,Heavy Rain,Black Cotton Leggings
20702,Can see around corners,Yes,Unshakable resolve,Two left feet,None,Maintains status quo,Black Cotton Tank,Learning to regulate emotions,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,9,11,3,12,4,1,1,,,,Interlocking Circles,Intersecting Squares,Triple Shaded Squares,,,Thick Leather,Smirk,,Natural,Black,Short Curly Fade,Light Rain,Green Cotton Martial Arts Pants
