,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
16169,White,Buzz Cut,Light Brown,None,Tan Blazer with Off-White Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,Stud Earring,Brown Leather Briefcase
16170,White,Short Afro Fade,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Brown Leather Briefcase
16171,White,Low Ponytail,Dark Brown,Stubble,Olve Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
16172,White,Medium Curly Bob,Blonde,Mustache,Dark Gray Longsleeve,Blue Denim,White Leather Sneaker with Grey Sole,None,None,None,None,None
16173,White,Buzz Cut,Black,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,Black Books,None,None
16174,White,Straight Sideswept Fringe,Dark Brown,None,Red Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
16175,White,Long Afro,Black,None,Olive Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
16176,White,Short Afro Fade,Light Brown,None,Olive Oxford with Pocket,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
16177,White,Medium Curly Bob,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
16178,White,None,Black,None,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
16179,White,Short Messy,Blonde,None,Navy Oxford with Buttons,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
16180,White,Straight Sideswept Fringe,Blonde,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Lunchbox
16181,White,Short Afro Fade,Light Brown,None,Khaki Oxford with Tie and Pocket,Blue Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,None
16182,White,Straight Sideswept Fringe,Light Brown,None,Tan Blazer with Off-White Shirt and No Tie,Blue Denim,Black Leather Shoes with Laces,None,None,None,None,None
16183,White,Long Messy,Dark Brown,None,Gray Blazer with Black Shirt and Gray Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Blue Lunchbox
16184,White,Short Updo,Black,Goatee,Olive Cardigan with Beige Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
16185,White,Updo Bun,Blonde,Stubble,Dark Gray Cardigan with Light Gray Oxford Shirt,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
16186,White,None,Light Brown,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16187,White,None,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Blue Denim,White Leather Sneaker with Grey Sole,None,Navy Blue Workers Cap,Black Books,None,Black Smartphone
16188,White,Straight Sideswept Fringe,Black,None,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,Ring One Blue,None,Black Books,None,Black Smartphone
16189,White,Buzz Cut,Light Grey,None,Gray Oxford with Buttons,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
16190,White,Low Ponytail,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
16191,White,None,Black,None,Red Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,None,Navy Blue Workers Cap,Black Books,Stud Earring,Black Leather Briefcase
16192,White,Updo Bun,Dark Brown,None,Gray Oxford with Pocket,Light-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,Black Leather Briefcase
16193,White,Medium Curly Bob,Dark Brown,None,Navy Oxford with Pocket,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
16194,White,Medium Curly Bob,Black,None,Navy Oxford with Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,Black Smartphone
16195,White,Updo Bun,Black,None,Dark Gray Cardigan with Beige Oxford Shirt,Khaki Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Silver Aviators,None,None
16196,White,Straight Sideswept Fringe,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Black Smartphone
16197,White,Short Pixie,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
16198,White,None,Light Grey,None,Dark Gray Longsleeve,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,Navy Blue Workers Cap,None,None,Lunchbox
16199,White,Buzz Cut,Light Brown,None,Light Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Brown Leather Briefcase
16200,White,Short Pixie,Black,None,Light Gray Cardigan with Tan Longsleeve Shirt,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
16201,White,Long Messy,Dark Brown,None,Gray Oxford with Pocket,Khaki Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,None
16202,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,Black Smartphone
16203,White,Buzz Cut,Black,None,Khaki Oxford with Tie and Pocket,Khaki Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16204,White,None,Dark Brown,Thin,Navy Oxford with Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
16205,White,Short Afro Fade,Blonde,None,Navy Oxford with Tie and Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
16206,White,Long Messy,Dark Brown,Stubble,Khaki Oxford with Pocket,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
16207,White,Long Afro,Dark Brown,Stubble,Brown Cardigan with Beigse Oxford Shirt,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
16208,White,None,Light Brown,Goatee,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
16209,White,Short Coil,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
16210,White,None,Auburn,None,Olive Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
16211,White,Long Straight Bangs,Light Brown,None,Light Gray Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
16212,White,None,Auburn,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,None
16213,White,Short Messy,Light Brown,None,Navy Oxford with Buttons,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
16214,White,None,Blonde,None,Navy Blazer with Striped Shirt and Navy Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,None
16215,White,Low Ponytail,Black,None,Navy Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,None,None,Stud Earring,Black Smartphone
16216,White,Medium Curly Bob,Blonde,None,Olive Oxford with Pocket,Blue Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
16217,White,Short Afro Fade,Blonde,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
16218,White,Short Coil,Dark Brown,Thin,Gray Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,Black Books,None,None
16219,White,Short Coil,Blonde,None,Khaki Oxford with Tie,Blue Denim,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
16220,White,Medium Curly Bob,Dark Brown,None,Navy Oxford with Tie,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
16221,White,Short Afro Fade,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
16222,White,Buzz Cut,Light Grey,None,Blue Longsleeve,Khaki,Brown Leather Shoes with Laces,None,Tan Workers Cap,Black Books,None,None
16223,White,Short Messy,Light Brown,None,Brown Cardigan with Light Gray Oxford Shirt,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Smartphone
16224,White,Long Straight Bangs,Blonde,None,Gray Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,Black Leather Briefcase
16225,White,Low Ponytail,Blonde,None,Khaki Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
16226,White,Short Updo,Light Grey,None,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,Stud Earring,Blue Lunchbox
16227,White,Straight Sideswept Fringe,Blonde,None,Khaki Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16228,White,Low Ponytail,Light Grey,None,Light Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
16229,White,Short Messy,Dark Brown,None,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
16230,White,Long Afro,Black,None,Navy Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,Stud Earring,Brown Leather Briefcase
16231,White,Low Ponytail,Black,None,Olive Oxford with Tie and Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
16232,White,Updo Bun,Auburn,Stubble,Olive Oxford with Tie and Pocket,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,Stud Earring,Black Leather Briefcase
16233,White,None,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,White Leather Sneaker with Grey Sole,None,Navy Blue Workers Cap,None,None,None
16234,White,None,Auburn,None,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
16235,White,Short Afro Fade,Auburn,None,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
16236,White,Buzz Cut,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16237,White,Medium Curly Bob,Auburn,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Silver Aviators,None,Black Leather Briefcase
16238,White,Long Messy,Black,None,Gray Oxford with Pocket,Gray Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Lunchbox
16239,White,Buzz Cut,Black,None,Blue Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,None
16240,White,Short Afro Fade,Light Brown,None,Navy Oxford with Buttons,Khaki,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
16241,White,Short Messy,Black,None,Olive Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Black Smartphone
16242,White,Buzz Cut,Dark Brown,None,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Lunchbox
16243,White,Long Afro,Black,None,Khaki Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
16244,White,Short Coil,Dark Brown,None,Olive Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16245,White,Short Updo,Dark Brown,None,Khaki Oxford with Pocket,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
16246,White,Short Pixie,Light Brown,None,Blue Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,None,Black Books,None,None
16247,White,Short Messy,Dark Brown,None,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Black Books,Stud Earring,Black Smartphone
16248,White,Buzz Cut,Light Grey,None,Blue Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
16249,White,Low Ponytail,Light Grey,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
16250,White,Short Messy,Dark Brown,Stubble,Tan Blazer with Off-White Shirt and No Tie,Khaki Slacks,Black Leather Shoes with Laces,Two Rings,None,Silver Aviators,None,Black Smartphone
16251,White,Short Coil,Dark Brown,Thin,Light Gray Cardigan with Beige Oxford Shirt,Navy Slacks,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Smartphone
16252,White,Short Pixie,Black,Stubble,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
16253,White,Straight Sideswept Fringe,Light Brown,None,Light Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
16254,White,Short Updo,Black,Goatee,Gray Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
16255,White,Buzz Cut,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Lunchbox
16256,White,Straight Sideswept Fringe,Auburn,None,Light Gray Longsleeve,Light-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,None,Stud Earring,None
16257,White,Buzz Cut,Black,None,Gray Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,Lunchbox
16258,White,Long Messy,Black,Goatee,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Lunchbox
16259,White,Buzz Cut,Dark Brown,None,Blue Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,Purple Workers Cap,None,None,Brown Leather Briefcase
16260,White,Buzz Cut,Black,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Navy Slacks,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,Stud Earring,Black Smartphone
16261,White,Short Messy,Black,None,Gray Oxford with Buttons,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
16262,White,Short Coil,Dark Brown,None,Red Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,None,Black Books,None,Lunchbox
16263,White,None,Black,None,Olive Oxford with Pocket,Khaki,Black Leather Shoes with Laces,None,Navy Blue Workers Cap,None,None,None
16264,White,Buzz Cut,Blonde,None,Light Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,None
16265,White,Short Coil,Dark Brown,None,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,Stud Earring,None
16266,White,Short Coil,Dark Brown,None,Gray Jumpsuit,None,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
16267,White,Long Messy,Dark Brown,None,Gray Oxford with Pocket,Gray Slacks,Black Leather Shoes with Laces,Two Rings,None,Black Books,None,None
16268,White,Short Afro Fade,Black,None,Tan Blazer with Off-White Shirt and No Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
16269,White,Buzz Cut,Blonde,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
16270,White,Short Updo,Dark Brown,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Lunchbox
16271,White,Updo Bun,Black,None,Navy Oxford with Buttons,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
16272,White,Short Messy,Dark Brown,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,None
16273,White,Medium Curly Bob,Black,None,Olive Oxford with Tie and Pocket,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Black Smartphone
16274,White,Short Coil,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
16275,White,Medium Curly Bob,Light Brown,None,Gray Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
16276,White,Short Messy,Black,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,Stud Earring,None
16277,White,Short Updo,Black,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,Rosegold Aviators,None,None
16278,White,Long Messy,Black,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,None
16279,White,Short Messy,Blonde,None,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
